date	T0.00	T0.05	T0.10	T1.20	T1.60	T2.40	T3.20
01.01.1963	-999.0	-999.0	-999.0	-2.3	-1.2	-0.1	-0.1
02.01.1963	-999.0	-999.0	-999.0	-2.2	-1.3	-0.1	0.0
03.01.1963	-999.0	-999.0	-999.0	-2.2	-1.3	-0.1	0.0
04.01.1963	-999.0	-999.0	-999.0	-2.3	-1.4	-0.1	0.0
05.01.1963	-999.0	-999.0	-999.0	-2.4	-1.4	-0.1	0.0
06.01.1963	-999.0	-999.0	-999.0	-2.4	-1.4	-0.1	0.0
07.01.1963	-999.0	-999.0	-999.0	-2.4	-1.5	-0.1	0.0
08.01.1963	-999.0	-999.0	-999.0	-2.4	-1.5	-0.1	0.0
09.01.1963	-999.0	-999.0	-999.0	-2.5	-1.6	-0.1	0.0
10.01.1963	-999.0	-999.0	-999.0	-2.6	-1.6	-0.1	0.0
11.01.1963	-999.0	-999.0	-999.0	-2.7	-1.7	-0.1	0.0
12.01.1963	-999.0	-999.0	-999.0	-2.7	-1.7	-0.1	0.0
13.01.1963	-999.0	-999.0	-999.0	-2.8	-1.7	-0.1	0.0
14.01.1963	-999.0	-999.0	-999.0	-3.0	-1.7	-0.1	0.0
15.01.1963	-999.0	-999.0	-999.0	-3.0	-2.0	-0.1	-0.1
16.01.1963	-999.0	-999.0	-999.0	-3.0	-2.0	-0.1	-0.1
17.01.1963	-999.0	-999.0	-999.0	-3.1	-2.0	-0.1	-0.1
18.01.1963	-999.0	-999.0	-999.0	-3.1	-2.0	-0.1	-0.1
19.01.1963	-999.0	-999.0	-999.0	-3.2	-2.1	-0.1	-0.1
20.01.1963	-999.0	-999.0	-999.0	-3.3	-2.2	-0.2	-0.1
21.01.1963	-999.0	-999.0	-999.0	-3.4	-2.2	-0.2	-0.1
22.01.1963	-999.0	-999.0	-999.0	-3.4	-2.3	-0.2	-0.1
23.01.1963	-999.0	-999.0	-999.0	-3.5	-2.4	-0.3	-0.1
24.01.1963	-999.0	-999.0	-999.0	-3.5	-2.4	-0.3	-0.1
25.01.1963	-999.0	-999.0	-999.0	-3.5	-2.4	-0.3	-0.1
26.01.1963	-999.0	-999.0	-999.0	-3.5	-2.4	-0.3	-0.1
27.01.1963	-999.0	-999.0	-999.0	-3.5	-2.4	-0.4	-0.1
28.01.1963	-999.0	-999.0	-999.0	-3.5	-2.4	-0.4	-0.1
29.01.1963	-999.0	-999.0	-999.0	-3.5	-2.5	-0.4	-0.1
30.01.1963	-999.0	-999.0	-999.0	-3.5	-2.5	-0.4	-0.1
31.01.1963	-999.0	-999.0	-999.0	-3.5	-2.5	-0.5	-0.1
01.02.1963	-999.0	-999.0	-999.0	-3.4	-2.5	-0.6	0.0
02.02.1963	-999.0	-999.0	-999.0	-3.4	-2.6	-0.6	0.0
03.02.1963	-999.0	-999.0	-999.0	-3.4	-2.6	-0.6	0.0
04.02.1963	-999.0	-999.0	-999.0	-3.3	-2.6	-0.6	0.0
05.02.1963	-999.0	-999.0	-999.0	-3.2	-2.6	-0.6	0.0
06.02.1963	-999.0	-999.0	-999.0	-3.1	-2.5	-0.7	0.0
07.02.1963	-999.0	-999.0	-999.0	-3.1	-2.4	-0.8	0.0
08.02.1963	-999.0	-999.0	-999.0	-3.0	-2.4	-0.8	0.0
09.02.1963	-999.0	-999.0	-999.0	-2.0	-2.4	-0.8	0.0
10.02.1963	-999.0	-999.0	-999.0	-3.0	-2.4	-0.8	0.0
11.02.1963	-999.0	-999.0	-999.0	-3.0	-2.4	-0.8	0.0
12.02.1963	-999.0	-999.0	-999.0	-3.2	-2.5	-0.8	0.0
13.02.1963	-999.0	-999.0	-999.0	-3.3	-2.5	-0.8	0.0
